logical_deal_id,target_name,date_announced,matched_cik,accession_number,filing_date,days_lag,mda_word_count,risk_word_count,deal_id,deal_status,number_of_days_between_date_announced_and_date_effective,percentage_of_shares_held_by_acquiror_6_months_prior_to_announcement,target_share_price_1_day_prior_to_announcement_usd,target_share_price_1_week_prior_to_announcement_usd,target_share_price_4_weeks_prior_to_announcement_usd,date_effective,share_price_paid_by_acquiror_for_target_shares_usd,premium_paid_1_day_prior_to_announcement,premium_paid_4_weeks_prior_to_announcement,premium_paid_1_week_prior_to_announcement,target_financial_advisors_name,consideration_price_per_share_usd,target_nation,acquirer_name,target_primary_sic,target_public_status,acquiror_ultimate_parent_name,final_stake_pct,percentage_of_cash,percentage_of_stock,target_ticker,deal_type,deal_value_usd_millions,rank_value_including_net_debt_of_target_usd_millions,percentage_of_shares_owned_after_transaction,acquiror_financial_advisors_name,date_withdrawn,rank_date,target_macro_industry,target_mid_industry,acquiror_macro_industry,acquiror_mid_industry,acquiror_nation,target_cusip,target_state,acquisition_techniques,form_of_the_deal,deal_attitude,tender_offer_flag,cross_border_deal_flag,acquiror_state,related_sdc_deal_number,competing_offer_flag,deal_completed,deal_outcome_terminal,time_to_close,year_announced,month_announced,payment_method_clean,flag_has_deal_id,flag_has_target_name,flag_has_announce_date,flag_terminal_outcome,flag_has_premium_inputs,has_premium,premium_1w,has_premium_1d,has_premium_4w,has_completion_outcome,has_ticker,has_cusip,operational_specificity_raw,fl_sentence_share,fl_precision_share,commitment_density,hedging_density,risk_transparency,risk_disclosure_raw,risk_numeric_density,tone_lm,pos_density,neg_density,operational_specificity_norm,forward_looking_norm,risk_transparency_norm,risk_disclosure_raw_norm,tone_lm_norm,operational_specificity_norm_level,forward_looking_norm_level,risk_transparency_norm_level,risk_disclosure_raw_norm_level,tone_lm_norm_level,premium_1d,premium_4w,completion,sic2,ind_year_fe,sample_core,sample_risk,sample_premium,sample_completion,sample_duration,operational_specificity_raw_outlier,fl_sentence_share_outlier,risk_transparency_outlier,tone_lm_outlier,mda_fog,mda_fk,risk_fog,risk_fk,mda_log_length,risk_log_length,mda_wc,risk_wc
MedImmune Inc___2007-04-23,MedImmune Inc,2007-04-23,0000873591,0000950133-06-001170,2006-03-13,406,14661,4733,1861079020,Completed,56,0,48.01,45.44,34.61,2007-06-18T00:00:00Z,58,20.81,67.58,27.64,Goldman Sachs & Co,NA,United States,AstraZeneca PLC,"Biological products, except diagnostic substances",Public,AstraZeneca PLC,100,100,0,MEDI,Tender Offers|Disclosed Value,14554.626,14681.226,100,Merrill Lynch,NA,2007-04-23T00:00:00Z,Healthcare,Biotechnology,Healthcare,Pharmaceuticals,United Kingdom,584699,Maryland,Tender Offer|Tender/Merger,Merger,Friendly,TRUE,TRUE,Foreign,2253322116,NA,1,TRUE,56,2007,4,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,27.64,TRUE,TRUE,TRUE,TRUE,TRUE,46.77854827564098,0.1652542372881356,0.6923076923076923,4.70182587571507,3.6830969359768044,0.7571864624541534,63.106796116504846,2.1164021164021167,-0.10245901639344263,8.541650340882377,10.500744455763655,-0.22822783298510127,2.015992416595812,1.4146233127839103,-0.09173376290243622,0.21059306309923043,sic2,sic2,sic2,sic2,sic2,20.81,67.58,1,Bi,Bi_2007,1,1,1,1,1,0,0,0,0,22.180569126829212,18.176926562485857,20.835737863236222,17.550775799522082,9.454148923733976,8.463370384718731,12761,4738
MedQuist Inc___2010-10-18,MedQuist Inc,2010-10-18,0000884497,0000950123-10-023913,2010-03-12,220,9818,4134,2275454020,Completed,144,82.16,11.64,11.52,7.44,2011-03-11T00:00:00Z,NA,NA,NA,NA,Moelis & Co,NA,United States,CBaySystems Holdings Ltd,Data processing services,Public,CBaySystems Holdings Ltd,17.84,0,100,MEDQ,Acquisitions of Remaining Interest|Disclosed Value|Tender Offers,340.8,340.8,100,NA,NA,2011-01-28T00:00:00Z,High Technology,Computers & Peripherals,Consumer Products and Services,Professional Services,United States,584949,New Jersey,Tender Offer|Stock Swap,Acquisition Of Remaining Interest,Friendly,TRUE,FALSE,Maryland,NA,False,1,TRUE,144,2010,10,Stock,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,63.36035263447814,0.04895104895104895,0.2857142857142857,3.0294684659873314,2.4786560176259984,0.7439443089261235,53.14390949750066,5.242463958060289,-0.6325301204819277,4.131093362709997,18.58992013219499,0.19056726699712642,-1.1136172765769226,0.7934550006165302,-2.092434824883667,-1.269894893235674,sic2,sic2,sic2,sic2,sic2,NA,NA,1,Da,Da_2010,1,1,0,1,1,0,0,0,0,22.737797411032613,18.408658134269277,22.756343905147634,18.89955184788999,8.89041055197428,8.24301946898925,7262,3801
Medallia Inc___2021-07-26,Medallia Inc,2021-07-26,0001540184,0001540184-21-000004,2021-03-22,126,11362,28402,3776539020,Completed,95,0,33.35,31.07,34.16,2021-10-29T00:00:00Z,34,1.95,-0.47,9.43,Morgan Stanley|Wells Fargo Securities LLC|BofA Securities Inc,NA,United States,Thoma Bravo LP,Prepackaged Software,Public,Thoma Bravo LP,100,100,0,MDLA,Leveraged Buyouts|Disclosed Value,6271.747,6296.83,100,NA,NA,2021-07-26T00:00:00Z,High Technology,Software,Financials,Alternative Financial Investments,United States,584021,California,Leveraged Buyout|Going Private|Institutional Buyout|Financial Acquiror,Merger,Friendly,FALSE,FALSE,Illinois,NA,NA,1,TRUE,95,2021,7,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,9.43,TRUE,TRUE,TRUE,TRUE,TRUE,80.76657833027234,0.05263157894736842,0.2777777777777778,1.035303861683404,5.797701625427062,0.5255913655720256,70.68304458960523,7.704269154650834,-0.3068181818181818,3.105911585050212,5.901232011595403,1.7208938310462931,-0.8573033091603766,-0.7305073524828283,-0.6459982828070466,-0.16224602453039486,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,1.95,-0.47,1,Pr,Pr_2021,1,1,1,1,1,0,0,0,0,23.33835163663504,18.894857447489077,24.085668300203924,20.218454758652992,9.175645402179295,10.245941860834888,9659,28168
Medarex Inc___2009-07-22,Medarex Inc,2009-07-22,0000874255,0001047469-09-002127,2009-03-02,142,11406,13875,2093103020,Completed,41,0,8.28,8.72,8.14,2009-09-01T00:00:00Z,16,93.24,96.56,83.49,Goldman Sachs & Co,NA,United States,Bristol-Myers Squibb Co,"Biological products, except diagnostic substances",Public,Bristol-Myers Squibb Co,100,100,0,MEDX,Tender Offers|Disclosed Value,2247.397,1924.561,100,JP Morgan,NA,2009-07-22T00:00:00Z,Healthcare,Biotechnology,Healthcare,Pharmaceuticals,United States,583916,New Jersey,Tender Offer|Tender/Merger,Merger,Friendly,TRUE,FALSE,New Jersey,NA,NA,1,TRUE,41,2009,7,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.49,TRUE,TRUE,TRUE,TRUE,TRUE,47.86677941480907,0.12169312169312169,0.4782608695652174,2.524271844660194,8.932038834951456,0.5928217313144071,52.002967359050444,12.15827868248471,-0.050761421319796954,9.029126213592232,10,-0.13769942431659132,0.7283752164203378,0.6032978885667176,-1.749078260238766,0.39516923557816996,sic2,sic2,sic2,sic2,sic2,93.24,96.56,1,Bi,Bi_2009,1,1,1,1,1,0,0,0,0,21.242617480509537,17.321799196820127,22.7318250560313,18.868470100810544,9.239899174217728,9.508962384466297,10300,13480
Medco Health Solutions Inc___2011-07-21,Medco Health Solutions Inc,2011-07-21,0001170650,0000950123-11-016534,2011-02-22,149,25214,7154,2330697020,Completed,256,0,55.78,54.28,54.42,2012-04-02T00:00:00Z,71.357,27.93,31.12,31.46,Lazard|Foros|JP Morgan,NA,United States,Express Scripts Inc,"Health and allied services, nec",Public,Express Scripts Inc,100,39.204,60.796,MHS,Disclosed Value,29370.067,34305.567,100,Credit Suisse Group|Citi,NA,2011-07-21T00:00:00Z,Healthcare,Healthcare Providers & Services (HMOs),Consumer Products and Services,Other Consumer Products,United States,58405U,New Jersey,Stock Swap,Merger,Friendly,FALSE,FALSE,Missouri,2756545116|2762589116|2766503116,NA,1,TRUE,256,2011,7,Mixed,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,31.46,TRUE,TRUE,TRUE,TRUE,TRUE,75.8345249356801,0.14693295292439373,0.8737864077669902,1.753733326247542,1.9131636286336824,0.5963025307848132,62.808750882145375,13.51163114639922,-0.21195652173913043,3.826327257267365,5.898921188287187,1.039934865652957,1.3282657607774304,-0.24093116896613484,-0.7624041400201331,1.0671980727716475,sic2,sic2,sic2,sic2,sic2,27.93,31.12,1,He,He_2011,1,1,1,1,1,0,0,0,0,22.645661048289597,18.60776138254747,23.09521292916499,19.055052603173817,9.842515995544645,8.865735152124781,18817,7085
MediaMind Technologies Inc___2011-06-16,MediaMind Technologies Inc,2011-06-16,0001275791,0001178913-11-000710,2011-03-08,100,8233,12538,2319713020,Completed,40,0,15.94,16.25,16.32,2011-07-26T00:00:00Z,22,38.02,34.8,35.38,Qatalyst Partners,NA,United States,DG FastChannel Inc,"Business services, nec",Public,DG FastChannel Inc,100,100,0,MDMD,Tender Offers|Disclosed Value,497.862,396.703,100,Bank of America Merrill Lynch|Goldman Sachs & Co,NA,2011-06-16T00:00:00Z,Consumer Products and Services,Other Consumer Products,Media and Entertainment,Advertising & Marketing,United States,58449C,New York,Tender/Merger|Tender Offer,Merger,Friendly,TRUE,FALSE,Texas,2750474116|2750475116,NA,1,TRUE,40,2011,6,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35.38,TRUE,TRUE,TRUE,TRUE,TRUE,70.01273183624625,0.06481481481481481,0.6428571428571429,2.2879555482922047,2.2879555482922047,0.7103646518175569,68.28139208068116,8.989131323036691,0.109375,5.719888870730512,4.575911096584409,0.3332068953818523,-0.1987455390373203,0.7645686518131941,-0.32939003858934957,2.5179501429761504,sic2,sic2,sic2,sic2,sic2,38.02,34.8,1,Bu,Bu_2011,1,1,1,1,1,0,0,0,0,21.890863446701434,17.527618580832705,23.009884769466694,18.805668141017566,8.71915396346254,9.400712766959849,6119,12097
Mediacom Communications Corp___2010-06-01,Mediacom Communications Corp,2010-06-01,0001098659,0000950123-09-004673,2009-03-16,442,9553,5574,2188321020,Completed,276,38.92,5.33,5.11,6.62,2011-03-04T00:00:00Z,8.75,64.17,32.18,71.23,Barclays,NA,United States,Jmc Communications LLC,Cable and other pay television services,Public,Jmc Communications LLC,61.08,100,0,MCCC,Leveraged Buyouts|Disclosed Value,360.616,3632.105,100,Bank of America Merrill Lynch|JP Morgan,NA,2010-06-01T00:00:00Z,Media and Entertainment,Cable,Financials,Other Financials,United States,58446K,New York,Acquiror Includes Management|Management Buyout|Going Private|Leveraged Buyout|Unsolicited Deal,Merger,Friendly,FALSE,FALSE,Delaware,NA,NA,1,TRUE,276,2010,6,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,71.23,TRUE,TRUE,TRUE,TRUE,TRUE,73.57857491459248,0.06369426751592357,0.35,1.8301610541727673,3.7823328452903855,0.633238859864397,65.77008106116433,16.38747268754552,-0.5771812080536913,3.7823328452903855,14.275256222547585,0.4543336332272095,-0.4989878523498297,-0.09442134965709055,-0.029429121830097785,-0.7443097788848826,sic2,sic2,sic2,sic2,sic2,64.17,32.18,1,Ca,Ca_2010,1,1,1,1,1,0,0,0,0,20.474623257344945,16.315633309607797,21.486470088581484,17.504529655246802,9.011401509358791,8.59932602095476,8196,5428
Medialink Worldwide Inc___2009-07-01,Medialink Worldwide Inc,2009-07-01,0000812890,0001144204-08-019156,2008-03-31,457,3232,1384,2087594020,Completed,90,0,0.134,0.151,0.061,2009-09-29T00:00:00Z,0.2,49.25,227.87,32.45,North Haven Partners Inc,0.2,United States,The NewsMarket Inc,News syndicates,Public,The NewsMarket Inc,100,100,0,MDLK,Disclosed Value,1.286,1.286,100,NA,NA,2009-07-01T00:00:00Z,Media and Entertainment,Publishing,Media and Entertainment,Advertising & Marketing,United States,58445P,New York,Not Applicable,Merger,Friendly,FALSE,FALSE,New York,NA,NA,1,TRUE,90,2009,7,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.45,TRUE,TRUE,TRUE,TRUE,TRUE,36.684921142283756,0.1,0.5,5.56282722513089,5.2356020942408374,0.713895210973176,54.13313825896123,1.448225923244026,-0.5230769230769231,4.908376963350785,16.034031413612563,-2.0235500301022804,0.46786251587624833,1.8068165259530424,-0.7376718221938788,0.22716072448954472,sic2,sic2,sic2,sic2,sic2,49.25,227.87,1,Ne,Ne_2009,1,1,1,1,1,0,0,0,0,21.66571727253003,16.41313161995306,21.85114887436456,17.842248511256354,8.024862150286411,7.220373836723949,3056,1367
Medical Action Industries Inc___2014-06-25,Medical Action Industries Inc,2014-06-25,0000748270,0001171843-13-002492,2013-06-14,376,6394,7698,2650050020,Completed,98,0,7.07,7.1,6.7,2014-10-01T00:00:00Z,13.8,95.19,105.97,94.37,Canaccord Genuity,13.8,United States,Owens & Minor Inc,"Orthopedic, prosthetic, and surgical supplies",Public,Owens & Minor Inc,100,100,0,MDCI,Disclosed Value,226.217,279.703,100,Morgan Stanley,NA,2014-06-25T00:00:00Z,Healthcare,Healthcare Equipment & Supplies,Healthcare,Other Healthcare,United States,58449L,New York,Not Applicable,Merger,Friendly,FALSE,FALSE,Virginia,NA,NA,1,TRUE,98,2014,6,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.37,TRUE,TRUE,TRUE,TRUE,TRUE,66.85441822083715,0.07511737089201878,0.375,2.2970903522205206,4.402756508422664,0.688735705564254,75.04012841091493,11.103767349636483,-0.6632653061224489,3.0627871362940273,15.505359877488514,0.19487162582731316,-0.5164740225887854,0.9033421333416117,1.0132694972112666,-1.331616521816974,sic2,sic2,sic2,sic2,sic2,95.19,105.97,1,Or,Or_2014,1,1,1,1,1,0,0,0,0,20.404191930236106,16.783573444923764,22.160297881947425,18.656802443344244,8.561018670956267,8.919453168575453,5224,7476
Medical Nutrition USA Inc___2010-06-11,Medical Nutrition USA Inc,2010-06-11,0000722617,0001019056-09-000485,2009-04-24,413,3053,2537,2191670020,Completed,0,0,2.77,2.5,2.97,2010-06-11T00:00:00Z,NA,NA,NA,NA,Rodman & Renshaw Inc,NA,United States,Danone SA,Pharmaceutical preparations,Public,Danone SA,100,100,0,MDNU,Disclosed Value,62,50.438,100,NA,NA,2010-06-11T00:00:00Z,Healthcare,Pharmaceuticals,Consumer Staples,Food and Beverage,France,58461K,New Jersey,Not Applicable,Merger,Friendly,FALSE,TRUE,Foreign,NA,NA,1,TRUE,0,2010,6,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,52.04026201396094,0.06140350877192982,0.5714285714285714,5.645730416372618,5.292872265349329,0.7817165394074819,68.39622641509433,7.370054305663305,-0.06451612903225806,4.940014114326041,5.645730416372618,-0.45300250475286763,-0.9890154803407751,1.2689101813598207,0.22163736697554165,1.210053680262724,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,NA,NA,1,Ph,Ph_2010,1,1,0,1,0,0,0,0,0,18.578499767196803,14.547484230646706,20.28021032363179,15.727995112197295,7.949444420250626,7.841492924460013,2834,2544
MediciNova Inc___2011-09-26,MediciNova Inc,2011-09-26,0001226616,0001193125-11-085028,2011-03-31,179,9486,16189,2353266020,Completed,16,0,2.06,2.25,2.26,2011-10-12T00:00:00Z,2.5,21.36,10.62,11.11,NA,NA,United States,KISSEI PHARMACEUTICAL CO LTD,Pharmaceutical preparations,Public,KISSEI PHARMACEUTICAL CO LTD,6.673,100,0,MNOV,Stake Purchase,7.5,7.5,6.673,Daiwa Sec Capital Markets,NA,2011-09-26T00:00:00Z,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals,Japan,58468P,California,Privately Negotiated Purchase,Acquisition Of Partial Interest,Friendly,FALSE,TRUE,Foreign,NA,NA,1,TRUE,16,2011,9,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,11.11,TRUE,TRUE,TRUE,TRUE,TRUE,35.972013311595745,0.06896551724137931,0.55,4.226840436773512,4.579077139837971,0.3997377365297399,60.685669249967155,12.13950799666003,-0.3358208955223881,5.1661383116120705,10.44968885757896,-1.7344750375356122,-0.8096942596920371,-1.184298251698015,-0.3936867718173431,-0.3108683081615645,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,21.36,10.62,1,Ph,Ph_2011,1,1,1,1,1,0,0,0,0,22.851721874646366,18.649704253358554,24.814746543778803,20.911590783410144,9.04981944514108,9.630759771866158,8517,15226
MediciNova Inc___2021-01-11,MediciNova Inc,2021-01-11,0001226616,0001564590-20-004605,2020-02-13,333,2839,14260,3692853020,Completed,383,0,5.64,5.27,6,2022-01-29T00:00:00Z,NA,NA,NA,NA,NA,NA,United States,3D Opportunity Master Fund,Pharmaceutical preparations,Public,3D Investment Partners Pte Ltd,8.138,100,0,MNOV,Stake Purchase,20,20,8.138,NA,NA,2021-01-11T00:00:00Z,Healthcare,Pharmaceuticals,Financials,Other Financials,Cayman Islands,58468P,California,Financial Acquiror|Privately Negotiated Purchase,Acquisition Of Partial Interest,Friendly,FALSE,TRUE,Foreign,NA,NA,1,TRUE,383,2021,1,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,NA,FALSE,FALSE,TRUE,TRUE,TRUE,37.48862837530496,0.03,0.3333333333333333,1.1904761904761905,7.5396825396825395,0.34048671856436474,66.77428823011446,5.897159295217548,-0.525,3.5714285714285716,11.904761904761905,-1.3523053713638191,-1.858532316601829,-0.8861726187480019,0.19816122398735764,-0.7454891836435824,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,NA,NA,1,Ph,Ph_2021,1,1,0,1,1,0,0,0,0,21.316587597554882,17.19447641382492,24.713860917591667,20.93105797396623,7.832014180505469,9.519881778780857,2520,13628
Medicis Pharmaceutical Corp___2012-09-03,Medicis Pharmaceutical Corp,2012-09-03,0000859368,0001193125-12-082132,2012-02-28,188,22709,21051,2335721020,Completed,99,0,32.09,36.79,39.16,2012-12-11T00:00:00Z,44,37.11,12.36,19.6,Deutsche Bank Securities,NA,United States,Valeant Pharmaceuticals International Inc,Pharmaceutical preparations,Public,Valeant Pharms Intl Inc,100,100,0,MRX,Disclosed Value,3073.572,2835.296,100,JP Morgan,NA,2012-09-03T00:00:00Z,Healthcare,Pharmaceuticals,Healthcare,Pharmaceuticals,Canada,584690,Arizona,Rumored Deal,Merger,Friendly,FALSE,TRUE,Foreign,2452569006|2452570006|2889418116|2897769116|2922974116,NA,1,TRUE,99,2012,9,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,19.6,TRUE,TRUE,TRUE,TRUE,TRUE,56.73171914219176,0.08634222919937205,0.43636363636363634,3.0891669720927797,4.9740824126917635,0.6113590815387399,55.52187531575225,17.599608897580055,-0.38127090301003347,4.8170061259751815,10.785905021205298,-0.01946181850428243,-0.6691659097275849,0.2829815129518326,-1.2631164423574692,-0.5259868523739177,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,37.11,12.36,1,Ph,Ph_2012,1,1,1,1,1,0,0,0,0,22.786898342491504,18.7689930278629,22.40999481223742,18.504833127959667,9.857391256643155,9.893134140456636,19099,19794
Medidata Solutions Inc___2019-06-12,Medidata Solutions Inc,2019-06-12,0001453814,0001453814-19-000061,2019-03-01,103,6390,10296,3411723020,Completed,138,0,94.75,91.38,92.18,2019-10-28T00:00:00Z,92.25,-2.64,0.08,0.95,Morgan Stanley,NA,United States,Dassault Systemes SE,Prepackaged Software,Public,Dassault Systemes SE,100,100,0,MDSO,Disclosed Value,5901.998,5787.992,100,Goldman Sachs & Co,NA,2019-06-12T00:00:00Z,High Technology,Software,High Technology,IT Consulting & Services,France,58471A,New York,Not Applicable,Merger,Friendly,FALSE,TRUE,Foreign,3833528116|3834136116|3847180116,NA,1,TRUE,138,2019,6,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.95,TRUE,TRUE,TRUE,TRUE,TRUE,65.21184726649066,0.1657754010695187,0.5161290322580645,3.7439161362785476,2.6207412953949834,0.4964788167283789,77.41491245327562,5.441648041978428,0.046511627906976744,4.1183077499064025,3.7439161362785476,0.2501539932345147,1.7118996447977948,-1.3637453907312833,0.4406675189018223,1.1005477077166057,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,-2.64,0.08,1,Pr,Pr_2019,1,1,1,1,1,0,0,0,0,23.693103833749227,19.149737706402266,22.60891829376665,18.666028246950336,8.583355393669907,9.226804098006848,5342,10166
Medivation Inc___2016-04-28,Medivation Inc,2016-04-28,0001011835,0001193125-15-062576,2015-02-25,428,14695,18738,2952189020,Withdrawn,-999,0,39.03,37.3,32.04,NA,58,48.6,81.02,55.5,Evercore Partners|JP Morgan,NA,United States,Sanofi SA,"Biological products, except diagnostic substances",Public,Sanofi SA,0,95.249,0,MDVN,Disclosed Value,10371.527,10044.334,NA,Morgan Stanley|Goldman Sachs & Co,2016-09-28T00:00:00Z,2016-04-28T00:00:00Z,Healthcare,Biotechnology,Healthcare,Pharmaceuticals,France,58501N,California,Unsolicited Deal|Stock Swap|Acquiror Is A White Knight|Rumored Deal,Merger,Friendly,FALSE,TRUE,Foreign,NA,True,0,TRUE,NA,2016,4,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,55.5,TRUE,TRUE,TRUE,TRUE,TRUE,36.71731848492878,0.12114014251781473,0.5294117647058824,1.3122346584330373,5.789270551910459,0.740094947030925,68.34332667110814,4.434468411255886,0.1946564885496183,12.041682747973756,8.104978772674643,-1.065207303079725,0.7120297788038229,1.3302573973888634,0.6898646649352578,1.2713859802245788,sic2,sic2,sic2,sic2,sic2,48.6,81.02,0,Bi,Bi_2016,1,1,1,1,0,0,0,0,0,22.64818591544503,18.650180853834673,24.939904458760402,20.979284960436704,9.46923709299621,9.798793481421463,12955,18012
Medivation Inc___2016-08-22,Medivation Inc,2016-08-22,0001011835,0001564590-16-013460,2016-02-26,178,15422,19940,2953946020,Completed,37,0,39.03,37.3,32.04,2016-09-28T00:00:00Z,81.5,108.81,154.37,118.5,Evercore Partners|JP Morgan,NA,United States,Pfizer Inc,"Biological products, except diagnostic substances",Public,Pfizer Inc,100,100,0,MDVN,Tender Offers|Disclosed Value,14118.272,13791.079,100,Guggenheim Securities LLC|Centerview Partners LLC,NA,2016-08-22T00:00:00Z,Healthcare,Biotechnology,Healthcare,Pharmaceuticals,United States,58501N,California,Tender Offer|Rumored Deal|Acquiror Is A White Knight|Tender/Merger,Merger,Friendly,TRUE,FALSE,New York,NA,True,1,TRUE,37,2016,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,118.5,TRUE,TRUE,TRUE,TRUE,TRUE,39.48739576172952,0.10176991150442478,0.5434782608695652,1.2239020878329734,4.967602591792656,0.7173924889905324,69.2799011022973,7.255568521995028,0.1245136186770428,10.36717062634989,8.06335493160547,-0.8347684939593815,0.1394677063332056,1.2181951485556008,0.8296566694575886,1.0209545543656948,sic2,sic2,sic2,sic2,sic2,108.81,154.37,1,Bi,Bi_2016,1,1,1,1,1,0,0,0,0,22.473258363703515,18.402930942741467,25.23979029850442,21.225564365884512,9.53892443574839,9.873749734272172,13890,19414
Mediware Information Systems Inc___2012-09-12,Mediware Information Systems Inc,2012-09-12,0000874733,0001437749-11-006618,2011-09-07,371,7804,4850,2449695020,Completed,58,0,15.75,14.75,13.99,2012-11-09T00:00:00Z,22,39.68,57.26,49.15,William Blair & Co,NA,United States,Thoma Bravo LP,Computer integrated systems design,Public,Thoma Bravo LP,100,100,0,MEDW,Disclosed Value|Leveraged Buyouts,200.791,160.636,100,NA,NA,2012-09-12T00:00:00Z,High Technology,IT Consulting & Services,Financials,Alternative Financial Investments,United States,584946,Kansas,Secondary Buyout|Leveraged Buyout|Financial Acquiror|Going Private|Institutional Buyout,Merger,Friendly,FALSE,FALSE,Illinois,NA,False,1,TRUE,58,2012,9,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,49.15,TRUE,TRUE,TRUE,TRUE,TRUE,51.64481010740497,0.1792452830188679,0.5263157894736842,2.382286995515695,1.9618834080717489,0.8027843490223545,70.52841034711476,5.397236614853195,-0.10714285714285714,5.184977578475336,6.446188340807175,-0.7143190184251562,2.298386404462965,0.4820690106919158,0.0014168428204946336,1.278423071538395,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,39.68,57.26,1,Co,Co_2012,1,1,1,1,1,0,0,0,0,19.910851476399696,15.953970774731435,21.250210275153712,17.41171665253312,8.872907674259846,8.416930769477844,7136,4523
Medley Management Inc___2018-08-09,Medley Management Inc,2018-08-09,0001611110,0001611110-18-000006,2018-03-29,133,17048,22283,3275731020,Withdrawn,-999,0,3.45,3.8,3.75,NA,3.44,-0.29,-8.27,-9.47,Barclays|Goldman Sachs & Co|Sandler O'Neill Partners,NA,United States,Sierra Income Corp,Investment advice,Public,Sierra Income Corp,0,100,0,MDLY,Disclosed Value,19.157,121.093,NA,Broadhaven Capital Partners,2020-05-05T00:00:00Z,2018-08-09T00:00:00Z,Financials,Asset Management,Financials,Other Financials,United States,2C3732,New York,Going Private|Three-Way Merger|Proxy Fight,Merger,Friendly,FALSE,FALSE,New York,NA,False,0,TRUE,NA,2018,8,Cash,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,-9.47,TRUE,TRUE,TRUE,TRUE,TRUE,51.594473547520785,0.03052064631956912,0.058823529411764705,1.5541590648016759,3.7164673288735726,0.6634457233790936,61.46981149257809,10.464385161232373,-0.37209302325581395,2.702885330089871,5.9463477261977165,-0.5992249893123407,-0.97189898386817275,-0.2151957641184377,-1.2238742501177413,-0.11228627731282466,sic2_year,sic2_year,sic2_year,sic2_year,sic2_year,-0.29,-8.27,0,In,In_2018,1,1,1,1,0,0,0,0,0,21.61455441223181,17.123458398173728,24.5103202694378,20.206545556471728,9.602314889901848,9.99706896615766,14799,21962
Memorial Resource Development Corp___2016-05-16,Memorial Resource Development Corp,2016-05-16,0001599222,0001564590-15-001807,2015-03-18,425,16617,17722,2958721020,Completed,123,0,13.45,11.86,12.95,2016-09-16T00:00:00Z,15.754,17.13,21.65,32.83,Barclays|Morgan Stanley,NA,United States,Range Resources Corp,Crude petroleum and natural gas,Public,Range Resources Corp,100,0,74.718,MRD,Disclosed Value,4350.954,6320.346,100,Credit Suisse Group,NA,2016-05-16T00:00:00Z,Energy and Power,Oil & Gas,Energy and Power,Oil & Gas,United States,9A9263,Texas,Stock Swap|Divestiture,Merger,Friendly,FALSE,FALSE,Texas,NA,NA,1,TRUE,123,2016,5,Other,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,32.83,TRUE,TRUE,TRUE,TRUE,TRUE,72.82947541093566,0.06797853309481217,0.7105263157894737,2.1176826501285735,2.9496294055362275,0.30391504949418,56.02902222734078,10.823369411231372,-0.4101123595505618,3.9328392073816367,9.453940402359704,0.6407675273913993,-0.4165878844552655,0.11342574622352311,-0.6184826477609824,0.559961955880282,sic2,sic2,sic2,sic2,sic2,17.13,21.65,1,Cr,Cr_2016,1,1,1,1,1,0,0,0,0,20.442216802623836,16.363984165695545,23.3384139669854,19.130973586043122,9.489637387893524,9.76226955062059,13222,17366
