x1,deal_number,acquiror_name,target_name,deal_type,deal_status,deal_value_th_usd,announced_date,completed_date,withdrawn_date_10,withdrawn_date_11,initial_stake_percent,acquired_stake_percent,target_ticker,target_stock_exchange_s_listed,deal_completed,cik,sec_name
499,1941030338,RELX GROUP PLC,THREATMETRIX INC.,Acquisition 100%,Completed Assumed,762090.967382507,2018-01-29T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
500,1941060828,AMAZON.COM INC.,PILLPACK INC.,Acquisition 100%,Completed,753000,2018-06-28T00:00:00Z,2018-09-11T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
501,1941167370,AMERIS BANCORP,FIDELITY SOUTHERN CORPORATION,Acquisition 100%,Completed,750700,2018-12-17T00:00:00Z,2019-07-01T00:00:00Z,NA,NA,0.00000,100.00000,LION,NASDAQ National Market,1,0002052959,Lionsgate Studios Corp.
502,1941156222,FUJI OIL HOLDINGS INC.,BLOMMER CHOCOLATE COMPANY,Acquisition 100%,Completed,750000,2018-11-19T00:00:00Z,2019-01-28T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
503,1941156158,BLOMMER CHOCOLATE COMPANY,AZTEC SUB INC.,Acquisition 100%,Completed Assumed,750000,2018-11-19T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
504,1941151697,RESMED INC.,MATRIXCARE HOLDINGS INC.,Acquisition 100%,Completed,750000,2018-11-05T00:00:00Z,2018-11-13T00:00:00Z,NA,NA,0.00000,100.00000,MDTI,NA,1,NA,NA
505,1941057207,US SILICA HOLDINGS INC.,EP MINERALS LLC,Acquisition 100%,Completed Assumed,750000,2018-03-23T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
506,1941033204,"RESOLUTE FUND III LP, THE",CARLISLE FOODSERVICE PRODUCTS INC.,Institutional buy-out 100%,Completed,750000,2018-02-01T00:00:00Z,2018-03-20T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
507,1909622591,LITTELFUSE INC.,IXYS CORPORATION,Acquisition 100%,Completed,750000,2017-08-28T00:00:00Z,2018-01-17T00:00:00Z,NA,NA,0.00000,100.00000,IXYS,NASDAQ National Market,1,NA,NA
508,1941166021,ENERSYS INC.,ALPHA TECHNOLOGIES GROUP INC.,Acquisition 100%,Completed,750000,2018-12-10T00:00:00Z,2018-12-10T00:00:00Z,NA,NA,0.00000,100.00000,AHAG,OTC Bulletin Board / OTC Pink Market,1,NA,NA
509,1909525922,COMPANIA DE PETROLEOS DE CHILE COPEC SA,EXXONMOBIL ANDEAN HOLDING LLC,Acquisition 100%,Completed,747000,2016-11-16T00:00:00Z,2018-03-16T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,EXXONMOBIL ECUADOR CIA LTDA,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
510,1941164728,NA,BERRY PETROLEUM CORPORATION,Acquisition 75.223%,Completed Assumed,746256,2018-12-10T00:00:00Z,NA,NA,NA,Unknown %,75.22300,BRY,NASDAQ National Market / Boerse Berlin / Boerse Duesseldorf / Boerse Frankfurt / Boerse Munchen,0,0001705873,Berry Corp (bry)
511,1909628541,MBO TEAM - UNITED KINGDOM,QUILTER PLC'S SINGLE STRATEGY OPERATIONS BUSINESS,Institutional buy-out 100%,Completed,745378.788718488,2017-12-19T00:00:00Z,2018-06-29T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
512,1909328019,TALLGRASS PXP HOLDINGS LLC,TALLGRASS PONY EXPRESS PIPELINE LLC,Minority stake 31.3%,Completed Assumed,743607,2016-01-04T00:00:00Z,NA,NA,NA,Unknown %,31.30000,NA,NA,0,NA,NA
513,1943064871,JOHNSON & JOHNSON,"CI:Z HOLDINGS CO., LTD",Minority stake increased from 19.9% to 47.863%,Completed,741866.122361759,2018-10-23T00:00:00Z,2019-01-10T00:00:00Z,NA,NA,19.90000,27.96300,4924,Tokyo Stock Exchange,1,NA,NA
514,1941106615,THOMA BRAVO LLC,QUORUM BUSINESS SOLUTIONS INC.,Institutional buy-out 100%,Completed,740000,2018-08-13T00:00:00Z,2018-09-24T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
515,1941084164,PLUTO MERGER CORPORATION,PULSE ELECTRONICS CORPORATION,Acquisition 100%,Completed Assumed,740000,2018-05-22T00:00:00Z,NA,NA,NA,0.00000,100.00000,PULS,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,0,NA,NA
516,1941103573,INSTITUTIONAL INVESTOR,NBG PANGAEA REAL ESTATE INVESTMENT COMPANY SA,Acquisition 49%,Completed,739922.026616111,2018-03-09T00:00:00Z,2018-03-09T00:00:00Z,NA,NA,Unknown minority,49.00000,PRODEA,Athens Stock Exchange / London Stock Exchange,1,NA,NA
517,1941054515,NUSTAR ENERGY LP,NUSTAR GP HOLDINGS LLC,Acquisition 100%,Completed,738278,2018-02-08T00:00:00Z,2018-07-20T00:00:00Z,NA,NA,0.00000,100.00000,NSH,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,1,NA,NA
518,1939003293,OSTEON HOLDINGS LP,EXACTECH INC.,Institutional buy-out 100% Bid 2 - Increased Bid,Completed,737000,2017-12-04T00:00:00Z,2018-02-14T00:00:00Z,NA,NA,0.00000,100.00000,EXAC,NASDAQ National Market,1,NA,NA
519,1941125768,EMERGENT BIOSOLUTIONS INC.,ADAPT PHARMA LTD,Acquisition 100%,Completed,735000,2018-08-28T00:00:00Z,2018-10-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
520,1941156146,AETHON III LP,QEP ENERGY COMPANY'S NATURAL GAS AND OIL PRODUCING PROPERTIES,Institutional buy-out 100%,Completed,735000,2018-11-19T00:00:00Z,2019-01-11T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,QEP OIL & GAS COMPANY'S NATURAL GAS AND OIL PRODUCING PROPERTIES,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,QEP MARKETING COMPANY'S NATURAL GAS AND OIL PRODUCING PROPERTIES,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
521,1909650508,MCKESSON CORPORATION,RXCROSSROADS LLC,Acquisition 100%,Completed,735000,2017-11-06T00:00:00Z,2018-01-03T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
522,1943018993,"BLACKSTONE GROUP LP, THE",INDIABULLS PROPERTIES PVT LTD,Acquisition 50%,Completed,731279.281587353,2018-03-23T00:00:00Z,2018-03-28T00:00:00Z,NA,NA,0.00000,50.00000,NA,NA,1,NA,NA
NA,NA,NA,INDIABULLS REAL ESTATE COMPANY PVT LTD,NA,NA,NA,NA,NA,NA,NA,0.00000,50.00000,NA,NA,0,NA,NA
523,1941385953,BBHG INC.,"HAYS GROUP INC., THE'S ASSETS",Acquisition 100%,Completed,730000,2018-10-22T00:00:00Z,2018-11-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,"HAYS GROUP OF WISCONSIN LLC, THE'S ASSETS",NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,"HAYS BENEFITS GROUP LLC, THE'S ASSETS",NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,PLANIT LLC'S ASSETS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,"HAYS BENEFITS GROUP OF WISCONSIN LLC, THE'S ASSETS",NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,"HAYS GROUP OF ILLINOIS LLC, THE'S ASSETS",NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,CLAIMS MANAGEMENT OF MISSOURI LLC'S ASSETS,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
524,1941134857,INDEPENDENT BANK CORPORATION,BLUE HILLS BANCORP INC.,Acquisition 100%,Completed,726500,2018-09-20T00:00:00Z,2019-04-01T00:00:00Z,NA,NA,0.00000,100.00000,BHBK,NASDAQ National Market,1,NA,NA
525,1943039557,DP WORLD PLC,DP WORLD AUSTRALIA (HOLDING) PTY LTD,Acquisition increased from 25% to 100%,Completed Assumed,726180.25038695,2019-01-22T00:00:00Z,NA,NA,NA,25.00000,75.00000,NA,NA,0,NA,NA
526,1941103474,UNITED RENTALS INC.,BAKERCORP INTERNATIONAL HOLDINGS INC.,Acquisition 100%,Completed,715000,2018-07-02T00:00:00Z,2018-07-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
527,1909591377,OWENS & MINOR INC.,HALYARD HEALTH INC.'S SURGICAL AND INFECTION PREVENTION BUSINESS,Acquisition 100%,Completed,710000,2017-11-01T00:00:00Z,2018-04-30T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
528,1941045808,FIELDWOOD ENERGY LLC,NOBLE ENERGY INC.'S DEEPWATER GULF OF MEXICO ASSETS,Acquisition 100%,Completed,710000,2018-02-15T00:00:00Z,2018-04-12T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
529,1909582305,UNION BANKSHARES CORPORATION,XENITH BANKSHARES INC.,Acquisition 100%,Completed,701200,2017-05-22T00:00:00Z,2018-01-01T00:00:00Z,NA,NA,0.00000,100.00000,XBKS,NASDAQ National Market,1,NA,NA
530,1909485977,UNILEVER PLC,SEVENTH GENERATION INC.,Acquisition 100%,Completed Assumed,700000,2016-09-19T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
531,1909470050,"CARLYLE GROUP LP, THE",VXI GLOBAL SOLUTIONS LLC,Acquisition 70%,Completed Assumed,700000,2016-08-04T00:00:00Z,NA,NA,NA,0.00000,70.00000,NA,NA,0,NA,NA
532,1941157566,PRIME COMMUNICATIONS LP,GAMESTOP CORPORATION'S SPRING MOBILE BUSINESS,Acquisition 100%,Completed Assumed,700000,2018-11-21T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
533,1941128926,GLOBAL PAYMENTS INC.,ADVANCEDMD SOFTWARE INC.,Acquisition 100%,Completed,700000,2018-08-02T00:00:00Z,2018-09-05T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
534,1941105182,PAULSON & COMPANY INC.,P F CHANG'S CHINA BISTRO INC.,Institutional buy-out 100%,Completed,700000,2019-03-01T00:00:00Z,2019-03-01T00:00:00Z,NA,NA,0.00000,100.00000,PFCB,NASDAQ National Market,1,NA,NA
535,1909596316,"KROGER COMPANY, THE",RELISH LABS LLC,Acquisition 100%,Completed,700000,2018-05-23T00:00:00Z,2018-06-22T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
536,1941154920,VICI PROPERTIES LP,GREEKTOWN CASINO LLC'S LAND AND REAL ESTATE ASSETS,Acquisition 100%,Completed Assumed,700000,2018-11-14T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
537,1941050784,"CLOROX COMPANY, THE",NUTRANEXT LLC,Acquisition 100%,Completed Assumed,700000,2018-03-12T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
538,1909281012,JC FLOWERS & COMPANY LLC,PIRAEUS BANK ROMANIA SA,Institutional buy-out 100%,Completed,693741.110837162,2017-12-21T00:00:00Z,2018-06-29T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
539,1909549397,WARBURG PINCUS LLC,LEUMI CARD LTD,Institutional buy-out 100%,Completed,691810.877876992,2018-07-28T00:00:00Z,2019-02-25T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
540,1941121649,FISERV INC.,ELAN FINANCIAL SERVICES INC.'S DEBIT CARD PROCESSING BUSINESS,Acquisition 100%,Completed Assumed,690000,2018-09-25T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
541,1941118434,STANLEY BLACK & DECKER INC.,INTERNATIONAL EQUIPMENT SOLUTIONS LLC,Acquisition 100%,Completed,690000,2018-08-07T00:00:00Z,2019-03-08T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
542,1941143889,CAMPUS HOLDING CORPORATION,CAMBIUM LEARNING GROUP INC.,Institutional buy-out 100%,Completed,685229,2018-10-12T00:00:00Z,2018-12-18T00:00:00Z,NA,NA,0.00000,100.00000,ABCD,NASDAQ National Market,1,NA,NA
543,1941087147,INTERCONTINENTAL EXCHANGE INC.,TMC BONDS LLC,Acquisition 100%,Completed,685000,2018-05-29T00:00:00Z,2018-07-23T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
544,1941139231,CHAPTERS HOLDCO INC.,BARNES & NOBLE INC.,Acquisition 100%,Completed,683000,2019-06-07T00:00:00Z,2019-08-07T00:00:00Z,NA,NA,0.00000,100.00000,BKS,New York Stock Exchange (NYSE) / NASDAQ OMX PHLX,1,NA,NA
545,1941066360,ESSENDANT INC.,RHINO SPINCO INC.,Acquisition 100%,Completed Assumed,680000,2018-04-12T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
546,1909415688,G2X ENERGY INC.,NATGASOLINE LLC,Acquisition 50%,Completed Assumed,680000,2016-03-14T00:00:00Z,NA,NA,NA,0.00000,50.00000,NA,NA,0,NA,NA
547,1943034428,BIOGEN THERAPEUTICS INC.,"SAMSUNG BIO EPIS CO., LTD",Acquisition increased from 5.395% to 50%,Completed,677784.557861803,2018-06-29T00:00:00Z,2018-11-07T00:00:00Z,NA,NA,5.39500,44.60500,NA,NA,1,NA,NA
548,1941125373,EDWARDS VACUUM LLC,BROOKS AUTOMATION INC.'S SEMICONDUCTOR CRYOGENICS BUSINESS,Acquisition 100%,Completed Assumed,675000,2018-08-27T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
549,1941100074,PLATINUM EQUITY LLC,BALL METALPACK'S ASSETS,Institutional buy-out 51%,Completed Assumed,675000,2018-06-21T00:00:00Z,NA,NA,NA,0.00000,51.00000,NA,NA,0,NA,NA
550,1941090688,EUROFINS FOOD TESTING US HOLDINGS INC.,COVANCE FOOD SOLUTIONS,Acquisition 100%,Completed Assumed,670000,2018-04-30T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
551,1941096683,ARES MANAGEMENT LP,VETPARTNERS UK HOLDINGS LTD,Minority stake 40%,Completed,663623.054029284,2018-06-18T00:00:00Z,2018-06-18T00:00:00Z,NA,NA,Unknown %,40.00000,NA,NA,1,NA,NA
552,1941099904,HENNESSY CAPITAL ACQUISITION CORPORATION III,NRC GROUP HOLDINGS LLC,Acquisition 100%,Completed,662500,2018-06-26T00:00:00Z,2018-10-17T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
553,1941011779,STRYKER CORPORATION,ENTELLUS MEDICAL INC.,Acquisition 100%,Completed,662000,2017-12-07T00:00:00Z,2018-02-28T00:00:00Z,NA,NA,0.00000,100.00000,ENTL,NASDAQ National Market,1,NA,NA
554,1941167024,CISCO SYSTEMS INC.,LUXTERA INC.,Acquisition 100%,Completed,660000,2019-02-06T00:00:00Z,2019-02-06T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
555,1941156538,INGEVITY CORPORATION,PERSTORP UK LTD,Acquisition 100%,Completed,655846.386399119,2018-12-10T00:00:00Z,2019-02-13T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
556,1941163146,HARLAN PARENT LLC,DEL FRISCO'S RESTAURANT GROUP INC.,Institutional buy-out 100%,Completed,650000,2019-06-24T00:00:00Z,2019-09-25T00:00:00Z,NA,NA,0.00000,100.00000,DFRG,NASDAQ National Market,1,NA,NA
557,1909602852,CINCINNATI BELL INC.,HAWAIIAN TELCOM HOLDCO INC.,Acquisition 100%,Completed,650000,2017-07-10T00:00:00Z,2018-07-02T00:00:00Z,NA,NA,0.00000,100.00000,HCOM,NASDAQ National Market,1,NA,NA
558,1941194887,SHEARWATER GEOSERVICES HOLDING AS,WESTERNGECO LLC'S MARINE SEISMIC ACQUISITION ASSETS AND OPERATIONS,Acquisition 100%,Completed,650000,2018-08-22T00:00:00Z,2018-11-15T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
559,1941156797,XCEL ENERGY INC.,SOUTHERN POWER'S INC. MANKATO ENERGY CENTER,Acquisition 100%,Completed Assumed,650000,2018-11-06T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
560,1941116800,ALMIRALL SA,ALLERGAN INC.'S PORTFOLIO OF 5 DERMATOLOGY BRANDS,Acquisition 100%,Completed Assumed,650000,2018-08-03T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
561,1941107407,APTIV PLC,WINCHESTER INTERCONNECT CORPORATION,Acquisition 100%,Completed Assumed,650000,2018-07-10T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
562,1941013517,BILL BARRETT CORPORATION,FIFTH CREEK ENERGY COMPANY LLC,Acquisition 100%,Completed,649000,2017-12-05T00:00:00Z,2018-03-19T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
563,1909648859,AMERICAN MIDSTREAM PARTNERS LP,SOUTHCROSS HOLDINGS LP'S CERTAIN ASSETS,Acquisition 100%,Completed Assumed,644849,2017-11-01T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
564,1941039945,PACIFIC PREMIER BANCORP INC.,GRANDPOINT CAPITAL INC.,Acquisition 100%,Completed,641200,2018-02-12T00:00:00Z,2018-07-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
565,1941152668,EVONIK INDUSTRIES AG,PEROXYCHEM LLC,Acquisition 100%,Completed,640000,2018-11-08T00:00:00Z,2020-02-03T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
566,1941067974,ELDORADO RESORTS INC.,TROPICANA ENTERTAINMENT INC.'S 6 CASSINOS OPERATING ASSETS,Acquisition 100%,Completed Assumed,640000,2018-04-16T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
567,1941012982,BLACK DIAMOND GATHERING LLC,SADDLE BUTTE ROCKIES MIDSTREAM LLC,Acquisition 100%,Completed,638500,2017-12-12T00:00:00Z,2018-01-31T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
568,1941150071,PLATINUM EQUITY LLC,LONZA GROUP AG'S WATER CARE BUSINESS AND OPERATIONS,Institutional buy-out 100%,Completed,630000,2018-11-01T00:00:00Z,2019-03-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
569,1941074325,TENET HEALTHCARE CORPORATION,UNITED SURGICAL PARTNERS INTERNATIONAL INC.,Acquisition increased from 80% to 95%,Completed,630000,2018-04-26T00:00:00Z,2018-04-26T00:00:00Z,NA,NA,80.00000,15.00000,USPI,NASDAQ National Market,1,NA,NA
570,1943032700,COHU INC.,XCERRA CORPORATION,Acquisition 100%,Completed,627000,2018-05-08T00:00:00Z,2018-10-01T00:00:00Z,NA,NA,0.00000,100.00000,XCRA,NASDAQ National Market,1,NA,NA
571,1941004749,AXA SA,AXA AMERICA CORPORATE SOLUTIONS INC.,Acquisition 78.99%,Completed Assumed,622000,2017-11-13T00:00:00Z,NA,NA,NA,Unknown %,78.99000,NA,NA,0,NA,NA
572,1943012361,WARBURG PINCUS LLC,"BEIJING ZIROOM INFORMATION TECHNOLOGY CO., LTD",Minority stake 20%,Completed,621366.270796192,2018-01-16T00:00:00Z,2018-01-16T00:00:00Z,NA,NA,Unknown %,20.00000,NA,NA,1,NA,NA
573,1909632110,SCIENTIFIC GAMES CORPORATION,NYX GAMING GROUP LTD,Acquisition increased from 10.72% to 100%,Completed,620401.639236355,2017-09-20T00:00:00Z,2018-01-05T00:00:00Z,NA,NA,10.72000,89.28000,NYX,TSX Venture Exchange,1,NA,NA
574,1941079224,COMSTOCK RESOURCES INC.,ARKOMA DRILLING LP AND WILLISTON DRILLING LP'S OIL AND GAS ASSETS IN NORTH DAKOTA,Acquisition 100%,Completed Assumed,620000,2018-05-10T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
575,1941045945,EMERSON ELECTRIC COMPANY,AVENTICS HOLDING SARL,Acquisition 100%,Completed,617142.517027569,2018-05-17T00:00:00Z,2018-07-17T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
576,1941112032,AHLSTROM-MUNKSJO OYJ,EXPERA SPECIALTY SOLUTIONS LLC,Acquisition 100%,Completed,615000,2018-07-23T00:00:00Z,2018-10-10T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
577,1941012708,GD DEVELOPMENT CORPORATION,GEODYNAMICS INC.,Acquisition 100%,Completed,615000,2017-12-12T00:00:00Z,2018-01-12T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
578,1941031630,SEATTLE GENETICS INC.,CASCADIAN THERAPEUTICS INC.,Acquisition 100%,Completed,614000,2018-01-31T00:00:00Z,2018-03-09T00:00:00Z,NA,NA,0.00000,100.00000,CASC,NASDAQ National Market,1,NA,NA
579,1909653446,WISDOMTREE INVESTMENTS INC.,"ETF SECURITIES (UK) LTD'S EUROPEAN EXCHANGE-TRADED COMMODITY, CURRENCY AND SHORT-AND-LEVERAGED BUSINESS",Acquisition 100%,Completed,611000,2017-11-13T00:00:00Z,2018-04-11T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
580,1941018389,ARCHROCK INC.,ARCHROCK PARTNERS LP,Acquisition increased from 43% to 100%,Completed,607110,2018-01-02T00:00:00Z,2018-04-26T00:00:00Z,NA,NA,43.00000,57.00000,APLP,NASDAQ National Market,1,NA,NA
581,1941114275,DANA INC.,GRAZIANOFAIRFIELD AG,Acquisition 100%,Completed,601335.926692067,2018-07-30T00:00:00Z,2019-03-01T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
582,1941153037,EDENRED SE,CSI ENTERPRISES INC.,Acquisition 100%,Completed,600000,2018-11-08T00:00:00Z,2019-01-09T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
583,1941142095,APPLE INC.,DIALOG SEMICONDUCTOR PLC'S CERTAIN ASSETS,Acquisition 100%,Completed,600000,2018-10-11T00:00:00Z,2019-04-08T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
584,1941115238,SVF HOLDCO (UK) LTD,TREASURE DATA INC.,Acquisition 100%,Completed,600000,2018-07-29T00:00:00Z,2018-08-02T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
585,1941090950,MEDPLAST LLC,INTEGER HOLDINGS CORPORATION'S ADVANCED SURGICAL AND ORTHOPAEDICS BUSINESS,Acquisition 100%,Completed Assumed,600000,2018-05-03T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
586,1909622610,FUSION TELECOMMUNICATIONS INTERNATIONAL INC.,BIRCH COMMUNICATIONS INC.'S CLOUD AND BUSINESS SERVICES DIVISION,Acquisition 100%,Completed,600000,2017-08-28T00:00:00Z,2018-05-04T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
587,1909622534,PRINCE AL-WALEED BIN TALAL BIN ABDUL AZIZ AL SAUD,"PLAZA HOTEL, THE",Acquisition increased from 25% to 100%,Completed Assumed,600000,2018-05-08T00:00:00Z,NA,NA,NA,25.00000,75.00000,NA,NA,0,NA,NA
588,1909394322,RICE MIDSTREAM PARTNERS LP,RICE ENERGY INC.'S MIDSTREAM ASSETS,Acquisition 100%,Completed Assumed,600000,2016-09-26T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
589,1941130151,BOSTON SCIENTIFIC CORPORATION,AUGMENIX INC.,Acquisition 100%,Completed Assumed,600000,2018-09-06T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
590,1941018352,COMMERCIAL METALS COMPANY,GNA FINANCING INC.'S REBAR FABRICATION FACILITIES IN THE US,Acquisition 100%,Completed,600000,2018-01-02T00:00:00Z,2018-11-05T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,CMC STEEL FABRICATORS INC.,GERDAU AMERISTEEL US INC.'S REBAR FABRICATION FACILITIES IN THE US,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,CMC STEEL US LLC,GERDAU AMERISTEEL SAYREVILLE INC.'S REBAR FABRICATION FACILITIES IN THE US,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,GERDAU AMERISTEEL WC INC.'S REBAR FABRICATION FACILITIES IN THE US,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
591,1909502938,CONSTELLATION BRANDS INC.,GRUPO MODELO SAB DE CV'S BREWERY OPERATIONS LOCATED IN OBREGON,Acquisition 100%,Completed Assumed,600000,2016-10-31T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
592,1909622794,WP CAREY INC.,INTERGAMMA BV,Minority stake 49%,Completed,594904.100814469,2018-07-13T00:00:00Z,2018-07-13T00:00:00Z,NA,NA,Unknown %,49.00000,NA,NA,1,NA,NA
593,1941137841,WALKER PARENT INC.,BOJANGLES' INC.,Institutional buy-out 100%,Completed,593733,2018-11-06T00:00:00Z,2019-01-28T00:00:00Z,NA,NA,0.00000,100.00000,BOJA,NASDAQ National Market,1,NA,NA
594,1941034836,NANT CAPITAL LLC,"SAN DIEGO UNION TRIBUNE LLC, THE",Acquisition 100%,Completed,590000,2018-02-07T00:00:00Z,2018-06-18T00:00:00Z,NA,NA,0.00000,100.00000,NA,NA,1,NA,NA
NA,NA,NA,LOS ANGELES TIMES COMMUNICATIONS LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
595,1941158880,"CARLYLE GROUP LP, THE",BRIDGEPORT ENERGY LLC,Institutional buy-out 100%,Completed Assumed,590000,2018-11-26T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,TIVERTON POWER LLC,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
NA,NA,NA,RUMFORD POWER INC.,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
596,1941109825,MATLIN & PARTNERS ACQUISITION CORPORATION,USWS HOLDINGS LLC,Acquisition 100%,Completed Assumed,588000,2018-07-16T00:00:00Z,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
597,1941066228,SKYLINE CORPORATION,CHAMPION HOMES INC.,Acquisition 100%,Completed,586919,2018-01-05T00:00:00Z,2018-06-04T00:00:00Z,NA,NA,0.00000,100.00000,NA,New York Stock Exchange (NYSE),1,NA,NA
NA,NA,NA,CHB INTERNATIONAL BV,NA,NA,NA,NA,NA,NA,NA,0.00000,100.00000,NA,NA,0,NA,NA
